"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logPVal","Abs_log2foldchange","Significant","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSMUSG00000036322",155.557631826064,5.97405571310399,0.928423412709273,6.43462415027949,1.23779231035526e-10,2.20286224903334e-09,8.65701265961508,5.97405571310399,"Both","17",34560926,34563618,-1,"protein_coding","H2-Ea","histocompatibility 2, class II antigen E alpha [Source:MGI Symbol;Acc:MGI:95900]"
"ENSMUSG00000069301",5.86491185794892,5.88068152161119,1.67134858642534,3.51852484237817,0.000433953184044248,0.00247025371374222,2.60725843912109,5.88068152161119,"Both","13",22226630,22227114,-1,"protein_coding","H2ac11","H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]"
"ENSMUSG00000056222",4.14275238321122,-5.8293509201444,2.17511785968824,-2.68001611691053,0.00736186155271787,0.0285740797714238,1.54402774716638,5.8293509201444,"Both","13",57569008,58056146,-1,"protein_coding","Spock1","sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1 [Source:MGI Symbol;Acc:MGI:105371]"
"ENSMUSG00000040026",16.6445209365276,5.66854552082512,0.793352608275098,7.14505184920187,8.99619260429692e-13,2.11661025510782e-11,10.6743591040207,5.66854552082512,"Both","7",46361422,46365124,-1,"protein_coding","Saa3","serum amyloid A 3 [Source:MGI Symbol;Acc:MGI:98223]"
"ENSMUSG00000052736",7.54146207565853,-5.59910913530996,1.22310049847421,-4.5777997329694,4.69892223407262e-06,4.13394543671196e-05,4.38363525985466,5.59910913530996,"Both","6",129624459,129637652,-1,"protein_coding","Klrc2","killer cell lectin-like receptor subfamily C, member 2 [Source:MGI Symbol;Acc:MGI:1336162]"
"ENSMUSG00000094546",3.13969192780352,-5.57407995074159,1.85506354857368,-3.00479191401685,0.0026576259914562,0.0120060846405813,1.92059859927701,5.57407995074159,"Both","12",114751992,114752425,-1,"IG_V_gene","Ighv1-26","immunoglobulin heavy variable 1-26 [Source:MGI Symbol;Acc:MGI:4439641]"
"ENSMUSG00000034634",6.96318223689362,-5.54474714080345,1.15203134983514,-4.8130175811595,1.48668204696608e-06,1.42747919470053e-05,4.84543021281423,5.54474714080345,"Both","15",74633905,74635469,-1,"protein_coding","Ly6d","lymphocyte antigen 6 complex, locus D [Source:MGI Symbol;Acc:MGI:96881]"
"ENSMUSG00000091058",4.89001424929149,-5.52990110521282,1.90974020201527,-2.89563004401192,0.00378398209056983,0.0162013456594259,1.79044891211217,5.52990110521282,"Both","17",77981370,77981694,-1,"processed_pseudogene","Gm17538","predicted gene, 17538 [Source:MGI Symbol;Acc:MGI:4937172]"
"ENSMUSG00002075175",3.69040517692658,-5.40629964823686,1.26889435932505,-4.26063809686456,2.03844082619297e-05,0.000157828920383403,3.80181341423103,5.40629964823686,"Both","4",133381313,133381568,1,"misc_RNA","Gm55425","predicted gene, 55425 [Source:MGI Symbol;Acc:MGI:6847320]"
"ENSMUSG00000009670",12.800309896401,5.38698506745035,1.42423184340001,3.78237931725374,0.000155336410207071,0.000982045476891416,3.0078684002928,5.38698506745035,"Both","X",99882254,100103273,-1,"protein_coding","Tex11","testis expressed gene 11 [Source:MGI Symbol;Acc:MGI:1933237]"
"ENSMUSG00000033752",3.18990282069074,5.35049071218,1.39331253649311,3.84012242195629,0.00012297297217849,0.000798482038528829,3.09773484866207,5.35049071218,"Both","3",83995240,84063093,-1,"protein_coding","Mnd1","meiotic nuclear divisions 1 [Source:MGI Symbol;Acc:MGI:1924165]"
"ENSMUSG00000048385",3.16201664644774,-5.34108799158535,1.73370187085317,-3.08074189765796,0.00206485553324981,0.00969051012634067,2.01365336028428,5.34108799158535,"Both","15",76400403,76406699,-1,"protein_coding","Scrt1","scratch family zinc finger 1 [Source:MGI Symbol;Acc:MGI:2176606]"
"ENSMUSG00000058626",6.05436750649737,5.2642559943544,1.75697826300347,2.99619870387889,0.00273368236882432,0.0122665396342027,1.91127793358287,5.2642559943544,"Both","17",45941130,45970251,-1,"protein_coding","Capn11","calpain 11 [Source:MGI Symbol;Acc:MGI:1352490]"
"ENSMUSG00000062727",13.2131341532427,5.2074542621388,2.03892999405893,2.55401327034884,0.0106489197886033,0.0386246933877785,1.41313495508878,5.2074542621388,"Both","13",22220040,22220515,1,"protein_coding","H2bc12","H2B clustered histone 12 [Source:MGI Symbol;Acc:MGI:2448399]"
"ENSMUSG00000120432",3.59015001622507,-5.11361373367279,1.25049182905437,-4.08928200477706,4.32710519151841e-05,0.00031226499180085,3.50547670203281,5.11361373367279,"Both","16",19059954,19061435,1,"lncRNA","","novel transcript"
"ENSMUSG00000025189",12.3022885822904,-5.10212163055467,1.89351068404805,-2.69453015160553,0.00704879488138571,0.0276070696744962,1.55897968867891,5.10212163055467,"Both","19",43428875,43485649,1,"protein_coding","Cnnm1","cyclin M1 [Source:MGI Symbol;Acc:MGI:1891366]"
"ENSMUSG00000079852",3.47391484089915,-5.09963688986791,1.40992629697824,-3.61695281575887,0.000298091616871666,0.00176296788870479,2.75375559801566,5.09963688986791,"Both","6",130020694,130044234,-1,"protein_coding","Klra4","killer cell lectin-like receptor, subfamily A, member 4 [Source:MGI Symbol;Acc:MGI:101904]"
"ENSMUSG00000022579",3.91207983718012,-4.98739619882238,1.27804680727501,-3.90235801258036,9.52601193393476e-05,0.000637714488198719,3.19537371618935,4.98739619882238,"Both","15",75468477,75471330,1,"protein_coding","Gpihbp1","GPI-anchored HDL-binding protein 1 [Source:MGI Symbol;Acc:MGI:1915703]"
"ENSMUSG00000115700",3.39938046073696,4.82552538304967,1.35605507535495,3.5585025053548,0.000372975234158328,0.00215597879257375,2.66635551543033,4.82552538304967,"Both","15",48751749,48753420,1,"processed_pseudogene","Gm7517","predicted gene 7517 [Source:MGI Symbol;Acc:MGI:3643004]"
"ENSMUSG00000063297",6.86867398845499,-4.75643474430524,1.90998941770836,-2.49029376823045,0.0127637546949952,0.0447987734770699,1.34873387616775,4.75643474430524,"Both","7",54485246,54918633,1,"protein_coding","Luzp2","leucine zipper protein 2 [Source:MGI Symbol;Acc:MGI:1889615]"
"ENSMUSG00000113690",2.85930067463817,4.75537890336422,1.58254219660513,3.00489864571412,0.00265669361697725,0.0120060846405813,1.92059859927701,4.75537890336422,"Both","13",62298984,62299728,1,"processed_pseudogene","Gm36501","predicted gene, 36501 [Source:MGI Symbol;Acc:MGI:5595660]"
"ENSMUSG00000093456",3.29364899737866,-4.72337877040599,1.67906955348423,-2.81309297795587,0.00490674611124522,0.0202372037194269,1.69384949643301,4.72337877040599,"Both","9",107873548,107922469,1,"protein_coding","Gm20662","predicted gene 20662 [Source:MGI Symbol;Acc:MGI:5313109]"
"ENSMUSG00000081603",8.21879839285156,4.67272995054156,1.56016874496311,2.99501574148766,0.00274430678609772,0.0122971773301875,1.91019456421954,4.67272995054156,"Both","X",65822048,65822458,-1,"processed_pseudogene","Gm14681","predicted gene 14681 [Source:MGI Symbol;Acc:MGI:3705734]"
"ENSMUSG00000033024",7.5322436561263,-4.62933065206963,1.14970920911351,-4.02652306807137,5.66076882450238e-05,0.000398881005567002,3.39915664399561,4.62933065206963,"Both","6",130155638,130170075,-1,"protein_coding","Klra9","killer cell lectin-like receptor subfamily A, member 9 [Source:MGI Symbol;Acc:MGI:1321153]"
"ENSMUSG00000051716",3.085481606496,4.62802691460925,1.32336497354961,3.49716594220841,0.000470229231599098,0.0026480541544181,2.57707313753881,4.62802691460925,"Both","10",128089965,128091765,1,"protein_coding","Apon","apolipoprotein N [Source:MGI Symbol;Acc:MGI:88931]"
"ENSMUSG00000076614",4.51988524870717,-4.61494318581929,1.52545126005591,-3.02529704269289,0.00248389048082774,0.0113261209771014,1.94591880387786,4.61494318581929,"Both","12",113288860,113294143,-1,"IG_C_gene","Ighg1","immunoglobulin heavy constant gamma 1 (G1m marker) [Source:MGI Symbol;Acc:MGI:96446]"
"ENSMUSG00000022762",3.25004777277533,-4.60546647956229,1.36965308179818,-3.36250583506583,0.000772384937056013,0.00410347973393837,2.38684770710743,4.60546647956229,"Both","16",80997585,81423716,1,"protein_coding","Ncam2","neural cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:97282]"
"ENSMUSG00000078161",2.80931169055785,-4.53139064165951,1.29190137181786,-3.50753605539042,0.000452277060046324,0.00256329903322842,2.59120072627556,4.53139064165951,"Both","3",154369496,154473427,1,"protein_coding","Erich3","glutamate rich 3 [Source:MGI Symbol;Acc:MGI:1919095]"
"ENSMUSG00000079492",77.6670289185303,4.50146605898443,1.45815574566361,3.08709551251385,0.00202122641090986,0.00952485792182884,2.0211414937863,4.50146605898443,"Both","17",36366708,36369263,-1,"protein_coding","Gm11127","predicted gene 11127 [Source:MGI Symbol;Acc:MGI:3779381]"
"ENSMUSG00000026822",57.3147469659186,4.48376330763368,0.41616823495881,10.7739200904592,4.5711456214031e-27,3.27806804451468e-25,24.484382035802,4.48376330763368,"Both","2",32274645,32278264,-1,"protein_coding","Lcn2","lipocalin 2 [Source:MGI Symbol;Acc:MGI:96757]"
"ENSMUSG00000055799",2.91881024344198,-4.4137460712565,1.65133335031172,-2.67283772257329,0.00752126244417379,0.0290766290710311,1.53645594377958,4.4137460712565,"Both","6",72603361,72766237,-1,"protein_coding","Tcf7l1","transcription factor 7 like 1 (T cell specific, HMG box) [Source:MGI Symbol;Acc:MGI:1202876]"
"ENSMUSG00000016128",24.1195644878929,-4.38884272432911,1.49223011502814,-2.94112997729332,0.00327017283437655,0.01429753405248,1.84473886041958,4.38884272432911,"Both","5",150960975,151157301,-1,"protein_coding","Stard13","StAR-related lipid transfer (START) domain containing 13 [Source:MGI Symbol;Acc:MGI:2385331]"
"ENSMUSG00000091705",87.0245535725774,4.30441405110559,1.30823195659463,3.29025294742847,0.00100097357125348,0.00515277315134916,2.2879589767483,4.30441405110559,"Both","17",35561218,35565738,1,"protein_coding","H2-Q2","histocompatibility 2, Q region locus 2 [Source:MGI Symbol;Acc:MGI:95931]"
"ENSMUSG00000019124",5.92742514271063,-4.24259366799201,1.57129371653646,-2.70006404489658,0.00693261290609966,0.0272288599872961,1.56497054123774,4.24259366799201,"Both","6",54478158,54543474,-1,"protein_coding","Scrn1","secernin 1 [Source:MGI Symbol;Acc:MGI:1917188]"
"ENSMUSG00000033768",6.6967179900793,-4.20644164602614,1.24368235387653,-3.38224759152912,0.000718953139675764,0.00384695355629372,2.41488305683514,4.20644164602614,"Both","19",6468761,6594199,1,"protein_coding","Nrxn2","neurexin II [Source:MGI Symbol;Acc:MGI:1096362]"
"ENSMUSG00000007035",29.2943842570429,4.19410510551562,0.624548803801985,6.71541612118014,1.87530277675327e-11,3.72263883181032e-10,9.42914909672828,4.19410510551562,"Both","17",35247581,35265721,-1,"protein_coding","Msh5","mutS homolog 5 [Source:MGI Symbol;Acc:MGI:1329021]"
"ENSMUSG00000121513",15.1406979704483,-4.18067699144021,1.05078533632297,-3.97862136720494,6.93160254878311e-05,0.000479220078025795,3.31946499447279,4.18067699144021,"Both","14",10227722,10916220,-1,"protein_coding","PTPRG","protein tyrosine phosphatase, receptor type, G [Source:NCBI gene (formerly Entrezgene);Acc:19270]"
"ENSMUSG00000041741",2.78553296090101,-4.1507426070429,1.3832296637129,-3.00076170713501,0.00269305223097174,0.012112190941149,1.91677729140793,4.1507426070429,"Both","6",141194995,141453174,1,"protein_coding","Pde3a","phosphodiesterase 3A, cGMP inhibited [Source:MGI Symbol;Acc:MGI:1860764]"
"ENSMUSG00000055137",35.3439330577861,-4.12717195932457,0.901916994387344,-4.57599977049782,4.73951062325757e-06,4.16544847339628e-05,4.38033823338421,4.12717195932457,"Both","13",17032057,17870138,-1,"protein_coding","Sugct","succinyl-CoA glutarate-CoA transferase [Source:MGI Symbol;Acc:MGI:1923221]"
"ENSMUSG00000015619",24.9239144460338,-4.12072845714668,1.33715156112323,-3.08172130740751,0.00205807425927317,0.00966802396778215,2.01466228161331,4.12072845714668,"Both","2",9861889,9894845,-1,"protein_coding","Gata3","GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]"
"ENSMUSG00000030325",10.7103527357411,-4.11790384347118,1.08453706420637,-3.79692311067719,0.000146503205751039,0.000929831254267044,3.03159586003765,4.11790384347118,"Both","6",128755448,128766178,-1,"protein_coding","Klrb1c","killer cell lectin-like receptor subfamily B member 1C [Source:MGI Symbol;Acc:MGI:107538]"
"ENSMUSG00000017897",3.59106737903029,-4.02938137167593,1.34131755040339,-3.00404730443146,0.00266413899206606,0.0120210998773652,1.92005579449489,4.02938137167593,"Both","2",165436952,165613647,1,"protein_coding","Eya2","EYA transcriptional coactivator and phosphatase 2 [Source:MGI Symbol;Acc:MGI:109341]"
"ENSMUSG00000057614",6.3255765677901,-3.97771349871126,1.52502694354211,-2.60829063745746,0.00909956570556062,0.0340144181423091,1.46833695377135,3.97771349871126,"Both","5",18470133,18565353,-1,"protein_coding","Gnai1","guanine nucleotide binding protein (G protein), alpha inhibiting 1 [Source:MGI Symbol;Acc:MGI:95771]"
"ENSMUSG00000093861",5.75541741513772,-3.96781766458339,1.20689884402289,-3.28761410638002,0.00101040233251425,0.00519063149090192,2.28477980278148,3.96781766458339,"Both","6",68247469,68248251,1,"IG_V_gene","Igkv1-110","immunoglobulin kappa variable 1-110 [Source:MGI Symbol;Acc:MGI:4439558]"
"ENSMUSG00000026815",10.5623113498412,3.96290960155528,1.51743504120499,2.61158434723397,0.00901237530691538,0.033740416435098,1.4718495615113,3.96290960155528,"Both","2",28499462,28511994,-1,"protein_coding","Gfi1b","growth factor independent 1B [Source:MGI Symbol;Acc:MGI:1276578]"
"ENSMUSG00000071753",15.9169813635833,-3.91411934393955,1.33662992970634,-2.92834931864761,0.00340766959007607,0.0148153581238341,1.82928784608571,3.91411934393955,"Both","X",60159984,60247391,1,"lncRNA","Cdr1os","cerebellar degeneration related antigen 1, opposite strand [Source:MGI Symbol;Acc:MGI:5637821]"
"ENSMUSG00000110373",3.20215115288363,-3.87745700442874,1.47063123462159,-2.63659367021838,0.00837430758826149,0.0317429868676173,1.498352210565,3.87745700442874,"Both","4",76369129,76408926,1,"lncRNA","Gm42303","predicted gene, 42303 [Source:MGI Symbol;Acc:MGI:5625188]"
"ENSMUSG00000058975",10.0739496828956,-3.87444076564803,1.2946230257517,-2.99271733051279,0.00276505718073437,0.0123758915823104,1.90742350388291,3.87444076564803,"Both","7",46045921,46088128,1,"protein_coding","Kcnc1","potassium voltage gated channel, Shaw-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96667]"
"ENSMUSG00000058589",5.95814018308022,-3.85835315813288,1.55415264614398,-2.48260887867474,0.0130424203216691,0.0455962562404107,1.34107081437236,3.85835315813288,"Both","10",89709371,90809162,1,"protein_coding","Anks1b","ankyrin repeat and sterile alpha motif domain containing 1B [Source:MGI Symbol;Acc:MGI:1924781]"
"ENSMUSG00002076515",5.87477133685339,3.8566428597274,1.19295851972182,3.23283902664673,0.00122566605965017,0.00617217197692094,2.20956198157402,3.8566428597274,"Both","13",21900837,21900974,-1,"miRNA","Gm55628","predicted gene, 55628 [Source:MGI Symbol;Acc:MGI:6847724]"
"ENSMUSG00000120480",3.54309168632102,-3.81708149747181,1.26672958024074,-3.01333572454065,0.00258392892495106,0.0117163030162154,1.93120940478077,3.81708149747181,"Both","11",69310174,69311202,-1,"lncRNA","","novel transcript"
"ENSMUSG00000025257",30.3617384753697,3.80432654671617,0.741842028472356,5.12821652144764,2.92499921309699e-07,3.18099802503228e-06,5.49743660053044,3.80432654671617,"Both","X",150787578,150799291,-1,"protein_coding","Ribc1","RIB43A domain with coiled-coils 1 [Source:MGI Symbol;Acc:MGI:1913861]"
"ENSMUSG00000037849",6.50975102237669,-3.79825363569043,0.887133255931762,-4.28149165899671,1.85644683194106e-05,0.000145067099846975,3.8384310711945,3.79825363569043,"Both","1",173296051,173318607,-1,"protein_coding","Ifi206","interferon activated gene 206 [Source:MGI Symbol;Acc:MGI:3646410]"
"ENSMUSG00000014773",3.2732818390301,-3.77892619758804,1.46864379090913,-2.57307198721671,0.0100800239135722,0.0370032460778922,1.43176017615247,3.77892619758804,"Both","17",15587616,15597134,-1,"protein_coding","Dll1","delta like canonical Notch ligand 1 [Source:MGI Symbol;Acc:MGI:104659]"
"ENSMUSG00000040231",6.63523124713776,3.75742531803605,1.03280314483071,3.63808469875637,0.000274673102524699,0.00163541577036305,2.78637181864908,3.75742531803605,"Both","7",45534646,45546138,-1,"protein_coding","Syngr4","synaptogyrin 4 [Source:MGI Symbol;Acc:MGI:1928903]"
"ENSMUSG00000031257",4.82164163537932,3.75565321022404,1.20250196887845,3.12319921914711,0.00178896612556262,0.00857380214159901,2.06682654296246,3.75565321022404,"Both","X",132987170,133122705,-1,"protein_coding","Nox1","NADPH oxidase 1 [Source:MGI Symbol;Acc:MGI:2450016]"
"ENSMUSG00000073418",108.892080785748,3.7428730778794,0.532633546045357,7.02710729669415,2.10859220261232e-12,4.73191464960368e-11,10.3249630974212,3.7428730778794,"Both","17",34947354,34962856,-1,"protein_coding","C4b","complement component 4B (Chido blood group) [Source:MGI Symbol;Acc:MGI:88228]"
"ENSMUSG00000120705",2.70936114842811,3.70708404454309,1.43455914526523,2.58412771392406,0.00976256365214182,0.0360175049659638,1.44348637527674,3.70708404454309,"Both","11",102319723,102321080,-1,"lncRNA","","novel transcript"
"ENSMUSG00000032839",3.56608499320632,-3.7066838198653,1.25608096054063,-2.95099116721736,0.00316755975166631,0.0139114929296911,1.85662626063807,3.7066838198653,"Both","9",95587135,95632428,-1,"protein_coding","Trpc1","transient receptor potential cation channel, subfamily C, member 1 [Source:MGI Symbol;Acc:MGI:109528]"
"ENSMUSG00000097906",140.076254629191,3.70315264996756,1.16141040417059,3.18849619107047,0.00143014894055605,0.00704882437503585,2.15188330996028,3.70315264996756,"Both","13",67958365,67959319,1,"processed_pseudogene","Gm9625","predicted gene 9625 [Source:MGI Symbol;Acc:MGI:3780033]"
"ENSMUSG00000103576",2.99294664344259,3.70070164496042,1.29092194191092,2.86671217276109,0.00414760036029349,0.0175379602702227,1.75602091809075,3.70070164496042,"Both","1",190810022,190810877,-1,"lncRNA","Gm38188","predicted gene, 38188 [Source:MGI Symbol;Acc:MGI:5611416]"
"ENSMUSG00000099370",23.0866395990859,3.70046505018046,1.40901080004104,2.62628579573177,0.00863223049702344,0.0325681940359452,1.48720632316583,3.70046505018046,"Both","3",75554748,75563101,-1,"lncRNA","Platr10","pluripotency associated transcript 10 [Source:MGI Symbol;Acc:MGI:1916443]"
"ENSMUSG00000042834",9.280917854659,-3.69718036940413,1.43041479695508,-2.58469108210731,0.00974662804361377,0.0359969535156955,1.44373425276904,3.69718036940413,"Both","18",33570072,33597082,-1,"protein_coding","Nrep","neuronal regeneration related protein [Source:MGI Symbol;Acc:MGI:99444]"
"ENSMUSG00000021118",2.9107034844324,3.66602919604136,1.21835841957469,3.00899073469786,0.00262117109398391,0.0118713211466985,1.92550094618502,3.66602919604136,"Both","12",78935465,78953738,-1,"protein_coding","Plek2","pleckstrin 2 [Source:MGI Symbol;Acc:MGI:1351466]"
"ENSMUSG00000020264",12.3254109684614,3.59043847462152,0.644159622223186,5.57383348901915,2.49193928790714e-08,3.22425753137066e-07,6.49157027704486,3.59043847462152,"Both","11",55049296,55075903,-1,"protein_coding","Slc36a2","solute carrier family 36 (proton/amino acid symporter), member 2 [Source:MGI Symbol;Acc:MGI:1891430]"
"ENSMUSG00000043671",21.9745642065253,-3.5697730200198,0.946523386066069,-3.77145781347934,0.000162296598980988,0.00102139640692892,2.99080567424011,3.5697730200198,"Both","7",35384590,35453879,-1,"protein_coding","Dpy19l3","dpy-19-like 3 (C. elegans) [Source:MGI Symbol;Acc:MGI:2443952]"
"ENSMUSG00000029682",3.14190889197501,-3.55767863946922,1.35934757905943,-2.61719570055134,0.00886554964542801,0.0332957977673829,1.4776105749501,3.55767863946922,"Both","6",24791187,24801047,1,"protein_coding","Spam1","sperm adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:109335]"
"ENSMUSG00000073485",24.557971424914,3.55211427041459,1.15019786048557,3.08826367396913,0.00201329752223929,0.00949901045088575,2.02232163451155,3.55211427041459,"Both","1",180641341,180644424,1,"lncRNA","H3f3aos","H3.3 histone A, opposite strand [Source:MGI Symbol;Acc:MGI:3802006]"
"ENSMUSG00000015852",5.45250727588323,-3.54394174684202,0.983381071091384,-3.60383360125984,0.000313557841386145,0.00184457391222987,2.73410393787255,3.54394174684202,"Both","3",87158065,87171045,-1,"protein_coding","Fcrls","Fc receptor-like S, scavenger receptor [Source:MGI Symbol;Acc:MGI:1933397]"
"ENSMUSG00000032186",8.13587775545459,-3.515830857583,1.34351975437731,-2.61688065704141,0.0088737360517492,0.0333176558017183,1.47732556273322,3.515830857583,"Both","9",75472903,75518607,-1,"protein_coding","Tmod2","tropomodulin 2 [Source:MGI Symbol;Acc:MGI:1355335]"
"ENSMUSG00002076503",3.59497592317354,3.50063862943542,1.30563969064494,2.68116744191979,0.00733657958040025,0.0284987182821304,1.54517467176396,3.50063862943542,"Both","17",28665835,28666122,1,"misc_RNA","Gm55779","predicted gene, 55779 [Source:MGI Symbol;Acc:MGI:6848024]"
"ENSMUSG00000044352",3.68553050097583,-3.50028476115813,1.23339316453326,-2.83793105216592,0.00454069898664897,0.0189405331844894,1.72260779957655,3.50028476115813,"Both","11",53367400,53371101,-1,"protein_coding","Sowaha","sosondowah ankyrin repeat domain family member A [Source:MGI Symbol;Acc:MGI:2687280]"
"ENSMUSG00000117303",6.63756479165932,3.4969650485356,1.19570306414088,2.92460992482962,0.0034488824508686,0.0149744373436507,1.82464948701134,3.4969650485356,"Both","17",28545927,28547495,-1,"lncRNA","Gm49889","predicted gene, 49889 [Source:MGI Symbol;Acc:MGI:6270576]"
"ENSMUSG00000097654",7.93976294772349,-3.49418958483363,0.884700656452353,-3.94957272762216,7.82908208927687e-05,0.00053479923136382,3.27180922559609,3.49418958483363,"Both","8",24912420,24930024,1,"lncRNA","Gm26714","predicted gene, 26714 [Source:MGI Symbol;Acc:MGI:5477208]"
"ENSMUSG00000056313",109.400860283286,-3.49129412406824,0.408308020881853,-8.55063811023805,1.22409862556012e-17,4.48006265332115e-16,15.3487159123855,3.49129412406824,"Both","8",24927196,24929000,-1,"protein_coding","Tcim","transcriptional and immune response regulator [Source:MGI Symbol;Acc:MGI:1916318]"
"ENSMUSG00000042286",63.3508536320169,-3.48409504113092,0.570670481312279,-6.10526592004392,1.02629665096183e-09,1.61237260426777e-08,7.79253458952941,3.48409504113092,"Both","14",30860970,30890598,-1,"protein_coding","Stab1","stabilin 1 [Source:MGI Symbol;Acc:MGI:2178742]"
"ENSMUSG00000121360",3.72055069413784,-3.45548593982684,1.09182160907859,-3.16488143401283,0.00155146158661376,0.00756994839925978,2.1209070808689,3.45548593982684,"Both","6",130267841,130283391,-1,"lncRNA","","novel transcript"
"ENSMUSG00000082419",4.36520862486769,3.4392926638781,1.20400922792509,2.85653347508402,0.00428294838742963,0.0180279010095966,1.74405483528622,3.4392926638781,"Both","11",82918326,82918823,-1,"processed_pseudogene","Gm11425","predicted gene 11425 [Source:MGI Symbol;Acc:MGI:3650957]"
"ENSMUSG00000030849",3.61629484639043,-3.42032756398857,1.25854738246285,-2.71767881896932,0.00657416202737109,0.0260314313039792,1.58450195212393,3.42032756398857,"Both","7",129764181,132725079,-1,"protein_coding","Fgfr2","fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523]"
"ENSMUSG00000062353",446.6677890903,3.39499185187472,1.28440694358335,2.64323691866931,0.00821175532173361,0.0312670950083407,1.5049124667089,3.39499185187472,"Both","5",3286431,3286868,1,"processed_pseudogene","Gm15772","predicted gene 15772 [Source:MGI Symbol;Acc:MGI:3805541]"
"ENSMUSG00000050150",5.42064566859814,-3.36428654079705,1.0720653693874,-3.13813563693365,0.00170026178341777,0.00819623541344848,2.08638557622334,3.36428654079705,"Both","3",135053790,135103588,1,"protein_coding","Slc9b1","solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1 [Source:MGI Symbol;Acc:MGI:1921696]"
"ENSMUSG00000105958",4.88136729883179,-3.32735738805381,1.19834123989643,-2.77663596751572,0.00549246568793038,0.0223073308629549,1.65155239120597,3.32735738805381,"Both","5",48956352,48958621,-1,"TEC","Gm43319","predicted gene 43319 [Source:MGI Symbol;Acc:MGI:5663456]"
