"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logPVal","Abs_log2foldchange","Significant","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSMUSG00000063696",771.946169892656,8.54283530876229,1.08939772138721,7.84179656432919,4.44145513259495e-15,4.39151532608013e-13,12.357385597252,8.54283530876229,"Both","8",103591477,103592430,-1,"processed_pseudogene","Gm8730","predicted pseudogene 8730 [Source:MGI Symbol;Acc:MGI:3644565]"
"ENSMUSG00000038209",26.5102952240916,8.50467286969955,1.16256275855624,7.31545269888165,2.56515128210539e-13,1.76696170815693e-11,10.7527728619909,8.50467286969955,"Both","1",171345690,171362862,-1,"protein_coding","Itln1","intelectin 1 (galactofuranose binding) [Source:MGI Symbol;Acc:MGI:1333831]"
"ENSMUSG00000050550",23.0177766992527,8.33552888262675,1.07036240816382,7.78757626300246,6.83068122615941e-15,6.53500127493445e-13,12.1847543233555,8.33552888262675,"Both","4",18844202,18845679,-1,"processed_pseudogene","Gm11868","predicted gene 11868 [Source:MGI Symbol;Acc:MGI:3650507]"
"ENSMUSG00000110126",39.4353412220158,8.3044239185794,1.89659707142433,4.37859155415802,1.19448759629696e-05,0.000157023448966137,3.80403548774255,8.3044239185794,"Both","7",136412638,136414244,1,"processed_pseudogene","Gm9347","predicted gene 9347 [Source:MGI Symbol;Acc:MGI:3648409]"
"ENSMUSG00000043192",36.801344479243,8.26281329269313,1.06906086284295,7.72903917810614,1.08361324188086e-14,9.86469940240879e-13,12.0059161440524,8.26281329269313,"Both","8",5689580,5691011,1,"processed_pseudogene","Gpi-ps","glucose-6-phosphate isomerase, pseudogene [Source:MGI Symbol;Acc:MGI:3037698]"
"ENSMUSG00000083061",238.120448901305,8.14029440098688,1.59747762457214,5.09571732071497,3.47423213305351e-07,6.87691638214088e-06,5.16260625630296,8.14029440098688,"Both","11",49569537,49569884,-1,"processed_pseudogene","Gm12191","predicted gene 12191 [Source:MGI Symbol;Acc:MGI:3651293]"
"ENSMUSG00000100801",2151.81103483918,8.11292790540539,1.50036443366976,5.40730486763264,6.39801869438181e-08,1.5232149345553e-06,5.81723881084303,8.11292790540539,"Both","5",5831615,5833555,-1,"processed_pseudogene","Gm15459","predicted gene 15459 [Source:MGI Symbol;Acc:MGI:3705702]"
"ENSMUSG00000101431",56.0205866889824,8.09423765976162,2.10147826912023,3.8516875376257,0.000117306642856243,0.00114725119480562,2.94034148133675,8.09423765976162,"Both","8",76438228,76439824,-1,"processed_pseudogene","Gm7901","predicted gene 7901 [Source:MGI Symbol;Acc:MGI:3645047]"
"ENSMUSG00000026535",19.8303281555974,8.07306820175155,1.1092988502,7.27763145188151,3.39731914479792e-13,2.29430065775324e-11,10.6393496703723,8.07306820175155,"Both","1",173790134,173810310,-1,"protein_coding","Ifi202b","interferon activated gene 202B [Source:MGI Symbol;Acc:MGI:1347083]"
"ENSMUSG00000073371",16.9837742721333,7.8964259764312,1.08846417230893,7.25464942009135,4.0270350270388e-13,2.69149019587843e-11,10.5700071978225,7.8964259764312,"Both","17",82846689,82846974,1,"processed_pseudogene","Gm6594","predicted pseudogene 6594 [Source:MGI Symbol;Acc:MGI:3643873]"
"ENSMUSG00000081640",28.4153947993159,7.88327351549604,1.12100148992789,7.032348829441,2.03085290956854e-12,1.19226066409755e-10,9.92362878435813,7.88327351549604,"Both","3",93185448,93186380,1,"processed_pseudogene","Rplp0-ps1","ribosomal protein, large, P0, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3648599]"
"ENSMUSG00000117278",16.4211608661703,7.84301223675091,1.11266633802969,7.04884471533426,1.80409341950438e-12,1.08376716610634e-10,9.96506401054345,7.84301223675091,"Both","17",13551010,13554104,1,"lncRNA","Gm36684","predicted gene, 36684 [Source:MGI Symbol;Acc:MGI:5595843]"
"ENSMUSG00000071723",46.9920733634257,7.8296795388949,1.11320383785318,7.03346437791169,2.01467428638896e-12,1.18952126080651e-10,9.92462779123207,7.8296795388949,"Both","X",93679675,93686850,1,"protein_coding","Gspt2","G1 to S phase transition 2 [Source:MGI Symbol;Acc:MGI:1316727]"
"ENSMUSG00000083902",15.5839120066701,7.71335746044124,2.09688299053794,3.67848730484595,0.000234621366995344,0.0020622928749293,2.68564965867734,7.71335746044124,"Both","5",55781532,55782933,1,"processed_pseudogene","Tent2-ps1","terminal nucleotidyltransferase 2,  pseudogene 1 [Source:MGI Symbol;Acc:MGI:3801944]"
"ENSMUSG00000115243",14.0133121546213,7.59528429052073,1.10524474552087,6.87203836191168,6.32909277778873e-12,3.48775206008011e-10,9.45745439609221,7.59528429052073,"Both","14",95657222,95658799,1,"processed_pseudogene","Gm5207","predicted gene 5207 [Source:MGI Symbol;Acc:MGI:3647978]"
"ENSMUSG00000033036",13.8137469665652,7.56338039679176,1.1422722656088,6.62134643771699,3.55941667899904e-11,1.71690779000889e-09,8.76525302887268,7.56338039679176,"Both","5",44070486,44071259,1,"protein_coding","Gm7879","predicted pseudogene 7879 [Source:MGI Symbol;Acc:MGI:3645078]"
"ENSMUSG00000112003",13.476054254303,7.56134232238294,1.11248883181223,6.79678043155326,1.06982953667905e-11,5.6687249680699e-10,9.24651461334721,7.56134232238294,"Both","12",77670323,77671783,-1,"processed_pseudogene","Gm4864","predicted gene 4864 [Source:MGI Symbol;Acc:MGI:3643492]"
"ENSMUSG00000074280",88.3307117683323,7.53867797843044,2.30619488171292,3.26888158420988,0.00107973478800453,0.0073752241238571,2.13222477748194,7.53867797843044,"Both","9",57391246,57391654,1,"processed_pseudogene","Gm6166","predicted gene 6166 [Source:MGI Symbol;Acc:MGI:3645893]"
"ENSMUSG00000028197",21.367485070566,7.52657301855999,1.37022774727778,5.49293577911624,3.95306572647231e-08,1.00110420634253e-06,5.99952071384529,7.52657301855999,"Both","3",144998233,145257766,1,"protein_coding","Col24a1","collagen, type XXIV, alpha 1 [Source:MGI Symbol;Acc:MGI:1918605]"
"ENSMUSG00000107092",12.6774107559925,7.47959975896114,1.2178509820544,6.14163790905168,8.16748705283273e-10,3.13719553804439e-08,7.50345841134781,7.47959975896114,"Both","5",96122099,96123482,1,"processed_pseudogene","Gm7993","predicted gene 7993 [Source:MGI Symbol;Acc:MGI:3647399]"
"ENSMUSG00000080893",13.3299813166461,7.47754550336354,1.99074996077035,3.75614499596423,0.000172550746638308,0.00158619269540954,2.79964405442724,7.47754550336354,"Both","5",130217236,130217637,1,"processed_pseudogene","Ndufa12-ps","NADH:ubiquinone oxidoreductase subunit A12, pseudogene [Source:MGI Symbol;Acc:MGI:3801934]"
"ENSMUSG00000118145",12.8204130226279,7.45501206457078,1.13674096392003,6.55823296704496,5.44491008584536e-11,2.55145276471642e-09,8.59321246739167,7.45501206457078,"Both","18",35103522,35103788,-1,"processed_pseudogene","Gm6724","predicted gene 6724 [Source:MGI Symbol;Acc:MGI:3648052]"
"ENSMUSG00000084349",800.194808792947,7.41876219292331,1.53998702195201,4.81741864520368,1.45427354768072e-06,2.48163194573263e-05,4.60526262887682,7.41876219292331,"Both","X",13068810,13070019,1,"processed_pseudogene","Rpl3-ps1","ribosomal protein L3, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3644217]"
"ENSMUSG00000024912",14.7838040339668,7.38245754924437,1.28742238576547,5.73429329089607,9.79197634348709e-09,2.87430669230342e-07,6.5414668939371,7.38245754924437,"Both","19",5497575,5505974,1,"protein_coding","Fosl1","fos-like antigen 1 [Source:MGI Symbol;Acc:MGI:107179]"
"ENSMUSG00002076169",16.964412770535,-7.30825207722192,2.08403535686706,-3.50677931309595,0.000453565141893196,0.00359943304808867,2.44376590019858,7.30825207722192,"Both","6",136785541,136785681,-1,"miRNA","Gm55635","predicted gene, 55635 [Source:MGI Symbol;Acc:MGI:6847738]"
"ENSMUSG00000109290",10.7151538691496,7.21903098704956,1.1499281786612,6.27781031981868,3.43374453831085e-10,1.38590490008191e-08,7.85826656971459,7.21903098704956,"Both","7",83360174,83360927,-1,"processed_pseudogene","Phgdh-ps1","3-phosphoglycerate dehydrogenase, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1933203]"
"ENSMUSG00000062727",13.2131341532427,7.21451086858666,2.02867769427147,3.55626272668094,0.000376167905184794,0.00307374842255586,2.5123316811326,7.21451086858666,"Both","13",22220040,22220515,1,"protein_coding","H2bc12","H2B clustered histone 12 [Source:MGI Symbol;Acc:MGI:2448399]"
"ENSMUSG00000052825",23.3575901647955,7.19299186642447,1.38376432562694,5.19813362233166,2.0129941070073e-07,4.24042030798225e-06,5.37259109425854,7.19299186642447,"Both","8",52649100,52650091,-1,"processed_pseudogene","Gm9892","predicted gene 9892 [Source:MGI Symbol;Acc:MGI:3701610]"
"ENSMUSG00000078183",10.66226880102,7.18528573713107,1.13237212093387,6.34533966732188,2.21935227920806e-10,9.30282248475346e-09,8.03138526611466,7.18528573713107,"Both","5",9021948,9022142,1,"processed_pseudogene","Gm15610","predicted gene 15610 [Source:MGI Symbol;Acc:MGI:3783056]"
"ENSMUSG00000075391",9.65561086605696,7.08822070411936,1.19101969019244,5.95138834604327,2.65877375639606e-09,8.90495294585488e-08,7.05036837102494,7.08822070411936,"Both","2",35230421,35230975,1,"processed_pseudogene","Glo1-ps","glyoxalase 1, pseudogene [Source:MGI Symbol;Acc:MGI:3649615]"
"ENSMUSG00000094497",260.873953871096,7.06291350512649,1.06647652533564,6.62266195020434,3.52787201956211e-11,1.70734134155155e-09,8.76767964354108,7.06291350512649,"Both","1",43228316,43228798,1,"processed_pseudogene","Gm8210","predicted pseudogene 8210 [Source:MGI Symbol;Acc:MGI:3643593]"
"ENSMUSG00000113332",9.65852632300317,7.04999898942718,1.17404829587097,6.00486284441744,1.91493711627281e-09,6.63962676304992e-08,7.17785633317773,7.04999898942718,"Both","12",19874892,19880373,-1,"unprocessed_pseudogene","Gm9259","predicted gene 9259 [Source:MGI Symbol;Acc:MGI:3645724]"
"ENSMUSG00000073402",318.294248641262,7.03276596017008,1.22050413922639,5.76218116280029,8.30338006242041e-09,2.46891149625781e-07,6.6074944780615,7.03276596017008,"Both","17",36475335,36479429,-1,"protein_coding","Gm8909","predicted gene 8909 [Source:MGI Symbol;Acc:MGI:3704134]"
"ENSMUSG00000082935",9.42094033754565,7.02903639145989,1.15182298367029,6.10253180489752,1.04401326720164e-09,3.87334545183516e-08,7.4119137678899,7.02903639145989,"Both","1",21582157,21583280,-1,"processed_pseudogene","Gm7658","predicted gene 7658 [Source:MGI Symbol;Acc:MGI:3648029]"
"ENSMUSG00000061897",27.7515237289362,6.97982248460559,1.715729328516,4.06813730382676,4.73904550836135e-05,0.000525388280205404,3.27951961921438,6.97982248460559,"Both","2",178819218,178819673,1,"processed_pseudogene","Gm14292","predicted gene 14292 [Source:MGI Symbol;Acc:MGI:3649964]"
"ENSMUSG00000078139",8.97243912435416,6.94436518455497,1.26117775627172,5.50625409465183,3.66549366228481e-08,9.37463605693134e-07,6.02804558349726,6.94436518455497,"Both","13",21679393,21681316,1,"protein_coding","AK157302","cDNA sequence AK157302 [Source:MGI Symbol;Acc:MGI:3574096]"
"ENSMUSG00000091383",8.74388038197906,6.93697613696985,1.14436511243647,6.06185566265677,1.34559944915385e-09,4.85284687901647e-08,7.31400341168231,6.93697613696985,"Both","13",51356763,51357101,-1,"processed_pseudogene","H2af-ps2","H2A histone family, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3646032]"
"ENSMUSG00000083116",8.58473289286897,6.91126084564749,1.16784861382481,5.91794241465294,3.25994055782286e-09,1.07101226752638e-07,6.97020555466908,6.91126084564749,"Both","2",24068846,24070329,1,"processed_pseudogene","Gm13410","predicted gene 13410 [Source:MGI Symbol;Acc:MGI:3650681]"
"ENSMUSG00000084347",8.6540738205086,6.90375883608119,1.14193363333542,6.04567431464151,1.48786385175204e-09,5.31031200284212e-08,7.27487996156788,6.90375883608119,"Both","11",16464533,16465981,1,"processed_pseudogene","Akt2-ps","thymoma viral proto-oncogene 2, pseudogene [Source:MGI Symbol;Acc:MGI:108506]"
"ENSMUSG00000081999",42.563247223627,-6.84574475893093,2.05694020527403,-3.32812044870256,0.000874340550737722,0.00618987580712402,2.20831806452137,6.84574475893093,"Both","2",41877485,41878841,-1,"processed_pseudogene","Gm13461","predicted gene 13461 [Source:MGI Symbol;Acc:MGI:3650103]"
"ENSMUSG00000082791",7.72068505320091,6.72948171577296,1.1500074029113,5.85168556196849,4.86615957819088e-09,1.54468798284661e-07,6.81115923210508,6.72948171577296,"Both","6",117974168,117974953,1,"processed_pseudogene","Gm4875","predicted gene 4875 [Source:MGI Symbol;Acc:MGI:3648108]"
"ENSMUSG00000108289",13.5930460599873,-6.64417899897268,2.54378161661016,-2.6119297960124,0.00900327402244193,0.0424971808300051,1.37163987913985,6.64417899897268,"Both","6",71329971,71350268,1,"lncRNA","Gm44174","predicted gene, 44174 [Source:MGI Symbol;Acc:MGI:5690566]"
"ENSMUSG00000114788",8.27289754166801,-6.62421658355029,2.56982072226874,-2.57769599495725,0.00994614585178957,0.0460468603396109,1.33679997640452,6.62421658355029,"Both","13",67620597,67621619,1,"lncRNA","Gm48899","predicted gene, 48899 [Source:MGI Symbol;Acc:MGI:6098665]"
"ENSMUSG00000118241",7.55766591350629,6.62377581687095,1.22465616836131,5.40868203500263,6.34902342266313e-08,1.51329376043061e-06,5.82007675859251,6.62377581687095,"Both","18",85865405,85866854,-1,"processed_pseudogene","Gm5824","predicted gene 5824 [Source:MGI Symbol;Acc:MGI:3649139]"
"ENSMUSG00000078480",7.14349810681241,6.59484092695216,1.3462731968843,4.89859037691213,9.65266383314987e-07,1.72553891100382e-05,4.76307524289599,6.59484092695216,"Both","4",88517412,88518047,-1,"processed_pseudogene","Mrpl48-ps","mitochondrial ribosomal protein L48 pseudogene [Source:MGI Symbol;Acc:MGI:3050089]"
"ENSMUSG00000110569",11.6493389584066,6.55189747144625,1.1496264587673,5.69915333931301,1.20403891575779e-08,3.46056525648605e-07,6.46085295677878,6.55189747144625,"Both","8",72156849,72157612,-1,"processed_pseudogene","Gm18860","predicted gene, 18860 [Source:MGI Symbol;Acc:MGI:5011045]"
"ENSMUSG00000083708",6.77806267029528,6.54120063164471,1.69203981103556,3.86586686021375,0.000110695316482211,0.00109809997752289,2.95935811734508,6.54120063164471,"Both","4",143974347,143974838,1,"processed_pseudogene","Gm13123","predicted gene 13123 [Source:MGI Symbol;Acc:MGI:3651473]"
"ENSMUSG00000117730",6.66339732087489,6.53368662399633,1.16873689044523,5.59038281191531,2.26569552280637e-08,6.09643202848876e-07,6.21492426395514,6.53368662399633,"Both","18",33517451,33518008,-1,"processed_pseudogene","Gm5503","predicted gene 5503 [Source:MGI Symbol;Acc:MGI:3646950]"
"ENSMUSG00000091478",46.7809279501893,6.51399683072491,1.95221631785953,3.33671876990919,0.000847736810839011,0.00602423699999593,2.22009795085686,6.51399683072491,"Both","11",100252542,100252952,-1,"processed_pseudogene","Gm10039","predicted pseudogene 10039 [Source:MGI Symbol;Acc:MGI:3704382]"
"ENSMUSG00000081603",8.21879839285156,6.48307265379968,1.54180825661473,4.20485013359198,2.61255209627601e-05,0.000312432811526142,3.50524336302629,6.48307265379968,"Both","X",65822048,65822458,-1,"processed_pseudogene","Gm14681","predicted gene 14681 [Source:MGI Symbol;Acc:MGI:3705734]"
"ENSMUSG00000108608",17.0864182919854,6.43134929104849,1.05547883937862,6.09330007490698,1.10606447834593e-09,4.05982636678839e-08,7.39149254020561,6.43134929104849,"Both","7",127916508,127942529,1,"transcribed_processed_pseudogene","Gm6916","predicted pseudogene 6916 [Source:MGI Symbol;Acc:MGI:3644024]"
"ENSMUSG00000081434",42.4786568077652,6.38985940422404,0.723177421074762,8.83581154224595,9.93741834718504e-19,1.72568697600486e-16,15.7630379785644,6.38985940422404,"Both","2",152195535,152196486,1,"processed_pseudogene","Gm14165","predicted gene 14165 [Source:MGI Symbol;Acc:MGI:3650537]"
"ENSMUSG00000091373",17.5750468349338,6.35649720510218,1.18306721650889,5.37289607589631,7.74819896837554e-08,1.7990621537245e-06,5.74495383245584,6.35649720510218,"Both","17",36377000,36378645,-1,"unprocessed_pseudogene","Gm8810","predicted gene 8810 [Source:MGI Symbol;Acc:MGI:3779814]"
"ENSMUSG00000089791",5.77337316540042,6.26533856159595,1.29437637357891,4.84043025621095,1.29558319799752e-06,2.24231380122435e-05,4.64930361002665,6.26533856159595,"Both","1",98385493,98386887,1,"processed_pseudogene","Gm3555","predicted pseudogene 3555 [Source:MGI Symbol;Acc:MGI:3781732]"
"ENSMUSG00000115067",4.7400613435169,-6.20623741395118,1.97582707988779,-3.14108328462815,0.00168324158450101,0.0106929564536469,1.97090220180821,6.20623741395118,"Both","8",106711577,106723055,-1,"protein_coding","Dpep2","dipeptidase 2 [Source:MGI Symbol;Acc:MGI:2442042]"
"ENSMUSG00000040264",46.8509950924667,6.16519021703251,0.913108416648893,6.751870976788,1.45950642707712e-11,7.46551988008633e-10,9.12693994370705,6.16519021703251,"Both","3",142300608,142324940,1,"protein_coding","Gbp2b","guanylate binding protein 2b [Source:MGI Symbol;Acc:MGI:95666]"
"ENSMUSG00000083693",4.83617004451245,6.08467824608811,1.26538589350567,4.80855545910261,1.52024854727453e-06,2.57930510914845e-05,4.58849728159916,6.08467824608811,"Both","11",6403151,6403438,1,"processed_pseudogene","Gm11971","predicted gene 11971 [Source:MGI Symbol;Acc:MGI:3650054]"
"ENSMUSG00000101751",4.82914268195887,6.07949748875886,1.30638160484466,4.65369189692605,3.26043880976525e-06,5.0394142112041e-05,4.29761994363924,6.07949748875886,"Both","1",85428811,85442325,1,"unprocessed_pseudogene","Gm2427","predicted gene 2427 [Source:MGI Symbol;Acc:MGI:3780593]"
"ENSMUSG00000034634",6.96318223689362,-6.07766597379575,1.16807312094802,-5.20315540594157,1.95932888497998e-07,4.14003388630996e-06,5.38299610415031,6.07766597379575,"Both","15",74633905,74635469,-1,"protein_coding","Ly6d","lymphocyte antigen 6 complex, locus D [Source:MGI Symbol;Acc:MGI:96881]"
"ENSMUSG00000104222",43.18590898955,6.03904760558948,1.41896259258403,4.25595969700087,2.08154203879937e-05,0.000256608017838193,3.59072977801377,6.03904760558948,"Both","6",117693303,117695829,1,"lncRNA","Gm7292","predicted gene 7292 [Source:MGI Symbol;Acc:MGI:3645786]"
"ENSMUSG00000117300",4.70765381610706,5.99838775354979,1.28207652823996,4.6786503156597,2.88769434926697e-06,4.52420043423821e-05,4.34445816290764,5.99838775354979,"Both","17",65745123,65745692,-1,"processed_pseudogene","Gm18736","predicted gene, 18736 [Source:MGI Symbol;Acc:MGI:5010921]"
"ENSMUSG00000094685",7.4622712468819,5.96571571942841,1.17613866813505,5.07228941710418,3.93057987158794e-07,7.67726210268099e-06,5.11479363227254,5.96571571942841,"Both","7",104599122,104599496,-1,"processed_pseudogene","Gm5900","predicted pseudogene 5900 [Source:MGI Symbol;Acc:MGI:3643907]"
"ENSMUSG00000111818",4.33800448835348,5.93494330847621,1.33219588488491,4.45500798779974,8.38900713177966e-06,0.000116192246902297,3.93482284991373,5.93494330847621,"Both","9",65427864,65437149,-1,"lncRNA","Gm17749","predicted gene, 17749 [Source:MGI Symbol;Acc:MGI:5009827]"
"ENSMUSG00000030329",263.75165253648,5.86672388163764,0.854376375495271,6.86667381016566,6.57160969008483e-12,3.59040083817985e-10,9.4448570633738,5.86672388163764,"Both","6",124973657,124980059,1,"protein_coding","Pianp","PILR alpha associated neural protein [Source:MGI Symbol;Acc:MGI:2441908]"
"ENSMUSG00000113036",4.2381683964669,5.83939504801448,1.28869953078489,4.5312308327279,5.86410196873691e-06,8.40372171872041e-05,4.07552833727812,5.83939504801448,"Both","13",12274679,12275156,-1,"processed_pseudogene","Gm47021","predicted gene, 47021 [Source:MGI Symbol;Acc:MGI:6095708]"
"ENSMUSG00000101316",3.92603990853367,5.78713011144392,1.33173044708245,4.34557167640219,1.38913401100685e-05,0.000178745045687774,3.74776598678719,5.78713011144392,"Both","11",16585109,16586066,-1,"processed_pseudogene","Gm12663","predicted gene 12663 [Source:MGI Symbol;Acc:MGI:3652168]"
"ENSMUSG00000083623",3.86755541880283,5.76518376411224,1.31416891770716,4.38694271827003,1.14955048062413e-05,0.000152376271212941,3.81708265821712,5.76518376411224,"Both","7",41697372,41699636,-1,"unprocessed_pseudogene","Gm7224","predicted gene 7224 [Source:MGI Symbol;Acc:MGI:3647435]"
"ENSMUSG00000073998",4.20101420495364,5.74706192302207,1.26644195382727,4.53795920583181,5.68012446501827e-06,8.16839054068215e-05,4.08786350627759,5.74706192302207,"Both","7",99379480,99385606,1,"protein_coding","Olfr520","olfactory receptor 520 [Source:MGI Symbol;Acc:MGI:3030354]"
"ENSMUSG00000058126",1243.3009223266,5.73473322916648,0.715964687431454,8.0097989884669,1.14896082132811e-15,1.24310342265683e-13,12.9054927377939,5.73473322916648,"Both","14",113552040,113554186,1,"protein_coding","Tpm3-rs7","tropomyosin 3, related sequence 7 [Source:MGI Symbol;Acc:MGI:99705]"
"ENSMUSG00000083107",10.5693130656133,5.73469656885903,1.13497309721716,5.05271585989126,4.35571644861102e-07,8.44379741187117e-06,5.07346219506617,5.73469656885903,"Both","6",28361913,28363164,-1,"processed_pseudogene","Gm5303","predicted gene 5303 [Source:MGI Symbol;Acc:MGI:3647388]"
"ENSMUSG00000085066",3.89370427351118,5.70483189878706,1.34393666083211,4.24486664070528,2.18723464228455e-05,0.00026760925922327,3.57249886414784,5.70483189878706,"Both","X",73610564,73611312,1,"processed_pseudogene","Gm4989","predicted pseudogene 4989 [Source:MGI Symbol;Acc:MGI:3643860]"
"ENSMUSG00000109645",3.68121511749201,5.66665577468691,1.30489783878062,4.34260491992399,1.40803205371565e-05,0.000180502372146612,3.74351708626018,5.66665577468691,"Both","8",98602786,98603152,1,"processed_pseudogene","Gm45246","predicted gene 45246 [Source:MGI Symbol;Acc:MGI:5791082]"
"ENSMUSG00002075808",6.03160572537598,-5.63300557967905,1.93988737534961,-2.90377969940851,0.00368687485396332,0.0204562480208386,1.68917401936632,5.63300557967905,"Both","9",44246262,44246402,-1,"miRNA","Gm55497","predicted gene, 55497 [Source:MGI Symbol;Acc:MGI:6847463]"
"ENSMUSG00000038218",3.66042507279139,5.62342837434386,1.3282075685656,4.23384756075204,2.29726694381946e-05,0.000279730308612153,3.5532604755309,5.62342837434386,"Both","1",171342801,171344490,1,"unprocessed_pseudogene","Gm9765","predicted gene 9765 [Source:MGI Symbol;Acc:MGI:3642721]"
"ENSMUSG00000120521",4.34073655623063,5.59040438792725,1.85128864913263,3.0197367604163,0.00252994468584148,0.0150233640611822,1.82323280836901,5.59040438792725,"Both","1",89029828,89030640,-1,"lncRNA","","novel transcript, antisense to KO:Sh3bp4and Sh3bp4"
